TraceId, total cost, ExecutionTime_TRIE_STREAMING
0,6,0
1,4,0
2,4,1
3,2,0
4,4,0
5,3,1
6,5,0
7,8,0
8,6,1
9,5,0
10,15,1
11,5,0
12,4,1
13,7,0
14,8,0
15,12,3
16,2,0
17,0,0
18,7,0
19,5,1
20,3,0
21,5,0
22,4,0
23,6,1
24,7,0
25,0,0
26,6,0
27,7,1
28,6,0
29,4,0
30,6,0
31,3,1
32,1,0
33,2,0
34,15,2
35,5,0
36,0,0
37,4,0
38,7,0
39,3,1
40,3,0
41,10,0
42,5,1
43,2,0
44,6,0
45,7,1
46,7,0
47,4,0
48,7,0
49,4,1
50,1,0
51,8,0
52,2,0
53,0,0
54,8,1
55,6,0
56,7,1
57,5,0
58,9,1
59,4,0
60,2,0
61,9,0
62,2,0
63,8,1
64,7,0
65,8,1
66,2,0
67,11,1
68,8,1
69,4,0
70,3,1
71,5,0
72,5,0
73,3,0
74,9,1
75,0,0
76,20,6
77,3,0
78,4,0
79,4,0
80,13,1
81,5,0
82,5,0
83,4,1
84,5,0
85,1,0
86,5,0
87,4,1
88,3,0
89,2,0
90,4,0
91,8,1
92,2,0
93,1,0
94,13,1
95,7,0
96,3,0
97,0,1
98,9,0
99,7,1
100,6,0
101,11,1
102,5,0
103,26,2
104,7,0
105,10,1
106,6,1
107,9,0
108,9,1
109,2,0
110,1,0
111,6,1
112,8,0
113,8,0
114,4,0
115,9,1
116,5,0
117,12,1
118,5,0
119,2,0
120,1,1
121,6,0
122,4,0
123,9,1
124,4,0
125,7,0
126,7,1
127,8,1
128,2,0
129,7,0
130,0,0
131,5,0
132,2,0
133,6,1
134,6,0
135,2,0
136,5,0
137,4,0
138,4,0
139,8,1
140,10,0
141,0,0
142,6,0
143,7,2
144,1,0
145,7,0
146,11,1
147,6,0
148,6,1
149,6,0
150,5,0
151,2,1
152,5,0
153,9,1
154,5,0
155,2,0
156,10,1
157,7,0
158,13,1
159,4,0
160,7,0
161,2,0
162,20,2
163,2,0
164,2,0
165,1,0
166,20,5
167,10,2
168,3,0
169,5,0
170,13,1
171,0,0
172,3,0
173,1,0
174,1,0
175,8,1
176,5,0
177,2,0
178,7,1
179,8,0
180,6,1
181,6,0
182,5,0
183,8,1
184,11,1
185,7,1
186,6,0
187,7,0
188,4,0
189,2,0
190,10,1
191,3,0
192,7,1
193,3,0
194,6,0
195,4,1
196,4,0
197,5,0
198,4,0
199,6,1
200,2,0
201,2,0
202,7,0
203,7,1
204,6,0
205,7,0
206,0,0
207,5,0
208,9,1
209,2,0
210,14,1
211,3,0
212,5,0
213,11,1
214,7,0
215,4,0
216,5,1
217,2,0
218,2,0
219,8,0
220,10,1
221,6,0
222,2,0
223,6,1
224,13,1
225,7,0
226,2,0
227,2,1
228,2,0
229,2,0
230,7,0
231,13,2
232,7,1
233,5,0
234,9,1
235,8,0
236,5,0
237,10,1
238,8,0
239,6,0
240,3,1
241,9,0
242,5,1
243,5,0
244,6,0
245,5,1
246,6,0
247,6,0
248,2,1
249,0,0
250,6,0
251,9,1
252,3,0
253,11,1
254,17,2
255,4,0
256,11,1
257,10,1
258,6,0
259,8,1
260,8,1
261,2,0
262,4,0
263,6,0
264,6,1
265,7,0
266,4,0
267,4,1
268,4,0
269,0,0
270,6,0
271,4,0
272,7,1
273,7,0
274,10,0
275,4,1
276,11,0
277,7,0
278,4,1
279,4,0
280,1,0
281,5,0
282,11,1
283,6,0
284,9,1
285,4,0
286,0,0
287,7,0
288,6,0
289,8,1
290,7,0
291,9,0
292,2,0
293,6,1
294,12,0
295,4,0
296,7,0
297,3,0
298,0,0
299,5,0
300,7,1
301,5,0
302,0,0
303,2,0
304,2,0
305,7,1
306,2,0
307,7,0
308,5,1
309,5,0
310,3,0
311,6,0
312,6,1
313,5,0
314,4,0
315,9,1
316,7,0
317,6,1
318,1,0
319,6,0
320,3,0
321,4,0
322,8,1
323,8,0
324,4,1
325,5,0
326,0,0
327,4,0
328,19,2
329,2,0
330,9,1
331,1,0
332,16,1
333,9,1
334,2,0
335,6,0
336,0,0
337,3,0
338,4,1
339,1,0
340,10,0
341,2,0
342,9,2
343,10,0
344,4,1
345,4,0
346,4,0
347,7,0
348,2,0
349,5,0
350,8,1
351,6,1
352,4,0
353,6,0
354,4,0
355,4,1
356,3,0
357,10,0
358,2,0
359,5,1
360,4,0
361,11,1
362,6,0
363,9,0
364,9,1
365,6,0
366,2,1
367,23,2
368,6,0
369,8,0
370,7,1
371,2,0
372,6,0
373,4,0
374,17,2
375,3,0
376,8,0
377,1,1
378,9,0
379,7,0
380,6,1
381,2,0
382,5,0
383,6,0
384,5,0
385,4,0
386,4,1
387,1,0
388,10,1
389,6,0
390,7,0
391,2,0
392,4,1
393,5,0
394,9,1
395,5,0
396,4,0
397,9,1
